lga_id,lga,state,zone,lon,lat,area_km2
59680162B60516342630503,Dutsin Ma,Katsina,North West,7.527,12.4094,677.8
59680162B15998169506024,Uhunmwonde,Edo,South South,5.8901,6.5021,2094.4
59680162B96971531554224,Taura,Jigawa,North West,9.3627,12.2723,703.8
59680162B70966513794539,Ughelli North,Delta,South South,6.0135,5.482,770.9
59680162B17520648889441,Orhionmwon,Edo,South South,5.9484,6.0884,2400.6
59680162B47761767082139,Soba,Kaduna,North West,8.0306,10.9563,2053.2
59680162B67680561366569,Karasuwa,Yobe,North East,10.6738,12.9871,1329.5
59680162B72514771239598,Ondo West,Ondo,South West,4.7362,6.974,814.5
59680162B51019344443676,Ika South,Delta,South South,6.1432,6.1914,416.7
59680162B43824241108050,Oye,Ekiti,South West,5.3456,7.9073,583.1
59680162B73114171000075,Bichi,Kano,North West,8.2972,12.2851,725.9
59680162B82021418174103,Kwali,FCT,North Central,6.9582,8.7307,1248.9
59680162B62394297156991,Oyo West,Oyo,South West,3.823,7.9565,508.5
59680162B88881037507986,Kusada,Katsina,North West,7.9501,12.4572,440.4
59680162B41504820717654,Roni,Jigawa,North West,8.3692,12.5564,330.9
59680162B15165581574851,Toro,Bauchi,North East,9.3122,10.3496,6746.8
59680162B21108805782195,Akure South,Ondo,South West,5.2144,7.1844,262.0
59680162B83099166959131,Igabi,Kaduna,North West,7.5263,10.7424,3241.5
59680162B23991224305955,Okene,Kogi,North Central,6.2309,7.524,110.9
59680162B59497895637604,Onitsha South,Anambra,South East,6.7738,6.1413,8.3
59680162B61995403132351,Agatu,Benue,North Central,7.9266,7.8564,1072.3
59680162B56865757670534,Dala,Kano,North West,8.4902,12.0302,14.0
59680162B63960569375521,Anka,Zamfara,North West,6.0234,11.9714,2597.4
59680162B46902450612836,Tofa,Kano,North West,8.3416,12.0253,210.0
59680162B27261417712833,Ingawa,Katsina,North West,8.1115,12.6145,707.8
59680162B58427071840888,Uvwie,Delta,South South,5.7827,5.5744,84.3
59680162B2298430697284,Idanre,Ondo,South West,5.2542,6.976,1954.2
59680162B68325668602500,Okpe,Delta,South South,5.7538,5.6994,437.5
59680162B97377368460903,Anambra West,Anambra,South East,6.7747,6.3883,592.8
59680162B75104511306168,Mushin,Lagos,South West,3.352,6.5365,17.1
59680162B49213136576829,Shagamu,Ogun,South West,3.5763,6.7882,552.5
59680162B11436342937739,Biase,Cross River,South South,8.0936,5.5396,1281.0
59680162B19536521240899,Gaya,Kano,North West,9.0216,11.8197,590.4
59680162B50452180674611,Charanchi,Katsina,North West,7.671,12.5605,535.6
59680162B80670265641804,Etsako Central,Edo,South South,6.5108,6.9767,713.5
59680162B8258215962885,Darazo,Bauchi,North East,10.6219,11.1108,3050.5
59680162B15951041920960,Ijumu,Kogi,North Central,5.8991,7.8477,1312.9
59680162B70509973828236,Irepodun,Kwara,North Central,4.8497,8.1963,760.8
59680162B66692684641238,Egbeda,Oyo,South West,4.0325,7.3888,219.7
59680162B2512996274201,Akoko South East,Ondo,South West,5.9051,7.4271,226.4
59680162B51925471610757,Faskari,Katsina,North West,7.0993,11.7138,1546.8
59680162B77220990792423,Makarfi,Kaduna,North West,7.9476,11.3304,545.1
59680162B80910542790982,Udu,Delta,South South,5.8151,5.4848,153.5
59680162B46455483877403,Bunkure,Kano,North West,8.5475,11.669,494.3
59680162B95285688800937,Funtua,Katsina,North West,7.3536,11.4265,386.1
59680162B98747212970025,Dambatta,Kano,North West,8.5965,12.4285,788.7
59680162B40329870656537,Jakusko,Yobe,North East,10.9817,12.433,3415.9
59680162B24203265637376,Gwale,Kano,North West,8.4762,11.9759,36.3
59680162B12953009585437,Babura,Jigawa,North West,8.8274,12.6049,1029.2
59680162B63156374952276,Sapele,Delta,South South,5.6342,5.8729,575.8
59680162B56433787774877,Ika North East,Delta,South South,6.3204,6.2356,480.6
59680162B1513568068009,Surulere,Lagos,South West,3.3442,6.4903,20.3
59680162B19163785016026,Garun Malam,Kano,North West,8.4011,11.6585,199.8
59680162B40988548898234,Offa,Kwara,North Central,4.6923,8.1711,73.3
59680162B68379866165825,Shomolu,Lagos,South West,3.3829,6.5441,10.4
59680162B1898458611197,Makoda,Kano,North West,8.4298,12.4281,407.9
59680162B46553103488347,Rimin Gado,Kano,North West,8.3317,11.9252,264.3
59680162B61002782115608,Yusufari,Yobe,North East,10.5083,13.1629,4446.5
59680162B66680936539808,Bassa,Kogi,North Central,6.9566,7.7379,1967.5
59680162B13393519160177,Jahun,Jigawa,North West,9.5585,12.0641,1212.1
59680162B7192144408722,Kurfi,Katsina,North West,7.4615,12.6885,589.8
59680162B89634889188856,Esan West,Edo,South South,6.1392,6.656,514.3
59680162B72659245241320,Kaduna North,Kaduna,North West,7.4526,10.5528,70.5
59680162B94433697734962,Daura,Katsina,North West,8.274,12.9805,218.7
59680162B86116731035265,Gassol,Taraba,North East,10.5702,8.4894,5331.0
59680162B19523503473687,Auyo,Jigawa,North West,9.9216,12.332,388.7
59680162B14541309037731,Wudil,Kano,North West,8.8354,11.763,275.9
59680162B12574760496394,Ikara,Kaduna,North West,8.1614,11.3123,1043.9
59680162B99856631560735,Ifedore,Ondo,South West,5.1174,7.3603,385.8
59680162B89203090045374,Lavun,Niger,North Central,5.6179,9.4677,3704.1
59680162B96995039930644,Dange Shuni,Sokoto,North West,5.4238,12.8163,1132.8
59680162B21216344152794,Yewa North,Ogun,South West,2.9435,7.0897,1816.2
59680162B12426298681132,Tsafe,Zamfara,North West,6.9042,11.8234,1944.1
59680162B94527775336179,Ekiti,Kwara,North Central,5.3523,8.1127,476.9
59680162B28239494939120,Zuru,Kebbi,North West,5.2696,11.4397,1184.9
59680162B26925253941931,Yagba West,Kogi,North Central,5.5564,8.2764,1284.1
